id|name|cost|type|power|toughness|oracleText|edition|rarity|colorType|cmc
3753|Karoo| |Land| | |Karoo comes into play tapped. <br>When Karoo comes into play, sacrifice it unless you return an untapped Plains you control to its owner's hand. <br>{T}: Add {1}{W} to your mana pool.|Visions|Uncommon|null|0
2755|Karplusan Forest| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {R} or {G} to your mana pool. Karplusan Forest deals 1 damage to you.|Ice Age|Rare|null|0
136046|Keldon Megaliths| |Land| | |Keldon Megaliths comes into play tapped. <br>{T}: Add {R} to your mana pool. <br><i>Hellbent</i> - {1}{R}, {T}: Keldon Megaliths deals 1 damage to target creature or player. Play this ability only if you have no cards in hand.|Future Sight|Uncommon|null|0
25930|Keldon Necropolis| |Legendary Land| | |{T}: Add {1} to your mana pool. <br> <br>{4}{R}, {T}, Sacrifice a creature: Keldon Necropolis deals 2 damage to target creature or player.|Invasion|Rare|null|0
113553|Kher Keep| |Legendary Land| | |{T}: Add {1} to your mana pool. <br>{1}{R}, {T}: Put a 0/1 red Kobold creature token named Kobolds of Kher Keep into play.|Time Spiral|Rare|null|0
3233|Kjeldoran Outpost| |Land| | |If Kjeldoran Outpost would come into play, sacrifice a Plains instead. If you do, put Kjeldoran Outpost into play. If you don't, put it into its owner's graveyard. <br>{T}: Add {W} to your mana pool. <br>{1}{W}, {T}: Put a 1/1 white Soldier creature token into play.|Alliances|Rare|null|0
21403|Kor Haven| |Legendary Land| | |{T}: Add {1} to your mana pool. <br> <br>{1}{W}, {T}: Prevent all combat damage that would be dealt by target attacking creature this turn.|Nemesis|Rare|null|0
3038|Koskun Keep| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{1}, {T}: Add {R} to your mana pool. <br> <br>{2}, {T}: Add {B} or {G} to your mana pool.|Homelands|Uncommon|null|0
30657|Krosan Verge| |Land| | |Krosan Verge comes into play tapped. <br> <br>{T}: Add {1} to your mana pool. <br> <br>{2}, {T}, Sacrifice Krosan Verge: Search your library for a Forest card and a Plains card and put them into play tapped. Then shuffle your library.|Judgment|Uncommon|null|0
3234|Lake of the Dead| |Land| | |If Lake of the Dead would come into play, sacrifice a Swamp instead. If you do, put Lake of the Dead into play. If you don't, put it into its owner's graveyard. <br>{T}: Add {B} to your mana pool. <br>{T}, Sacrifice a Swamp: Add {B}{B}{B}{B} to your mana pool.|Alliances|Rare|null|0
2756|Land Cap| |Land| | |Land Cap doesn't untap during your untap step if it has a depletion counter on it. <br>At the beginning of your upkeep, remove a depletion counter from Land Cap. <br>{T}: Add {W} or {U} to your mana pool. Put a depletion counter on Land Cap.|Ice Age|Rare|null|0
79080|Lantern-Lit Graveyard| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {B} or {R} to your mana pool. Lantern-Lit Graveyard doesn't untap during your next untap step.|Champions of Kamigawa|Uncommon|null|0
2757|Lava Tubes| |Land| | |Lava Tubes doesn't untap during your untap step if it has a depletion counter on it. <br>At the beginning of your upkeep, remove a depletion counter from Lava Tubes. <br>{T}: Add {B} or {R} to your mana pool. Put a depletion counter on Lava Tubes.|Ice Age|Rare|null|0
990|Library of Alexandria| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Draw a card. Play this ability only if you have exactly seven cards in hand.|Arabian Nights|Uncommon|null|0
136035|Llanowar Reborn| |Land| | |Llanowar Reborn comes into play tapped. <br>{T}: Add {G} to your mana pool. <br>Graft 1 <i>(This land comes into play with a +1/+1 counter on it. Whenever a creature comes into play, you may move a +1/+1 counter from this land onto it.)</i>|Future Sight|Uncommon|null|0
23248|Llanowar Wastes| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {B} or {G} to your mana pool. Llanowar Wastes deals 1 damage to you.|Apocalypse|Rare|null|0
41138|Lonely Sandbar| |Land| | |Lonely Sandbar comes into play tapped. <br>{T}: Add {U} to your mana pool. <br>Cycling {U} <I>(</I>{U}<I>, Discard this card: Draw a card.)</I>|Onslaught|Common|null|0
4593|Lotus Vale| |Land| | |If Lotus Vale would come into play, sacrifice two untapped lands instead. If you do, put Lotus Vale into play. If you don't, put it into its owner's graveyard. <br> <br>{T}: Add three mana of any one color to your mana pool.|Weatherlight|Rare|null|0
1824|Maze of Ith| |Land| | |{T}: Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.|The Dark|Uncommon|null|0
4933|Maze of Shadows| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{T}: Untap target attacking creature with shadow. Prevent all combat damage that would be dealt to and dealt by that creature this turn.|Tempest|Uncommon|null|0
19894|Mercadian Bazaar| |Land| | |Mercadian Bazaar comes into play tapped. <br> <br>{T}: Put a storage counter on Mercadian Bazaar. <br> <br>{T}, Remove any number of storage counters from Mercadian Bazaar: Add {R} to your mana pool for each storage counter removed this way.|Mercadian Masques|Uncommon|null|0
25979|Meteor Crater| |Land| | |{T}: Choose a color of a permanent you control. Add one mana of that color to your mana pool.|Planeshift|Rare|null|0
74388|Mikokoro, Center of the Sea| |Legendary Land| | |{T}: Add {1} to your mana pool. <br>{2}, {T}: Each player draws a card.|Saviors of Kamigawa|Rare|null|0
79179|Minamo, School at Water's Edge| |Legendary Land| | |{T}: Add {U} to your mana pool. <br>{U}, {T}: Untap target legendary permanent.|Champions of Kamigawa|Rare|null|0
88807|Miren, the Moaning Well| |Legendary Land| | |{T}: Add {1} to your mana pool. <br>{3}, {T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.|Saviors of Kamigawa|Rare|null|0
39421|Mirrodin's Core| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Put a charge counter on Mirrodin's Core. <br>{T}, Remove a charge counter from Mirrodin's Core: Add one mana of any color to your mana pool.|Darksteel|Uncommon|null|0
1072|Mishra's Factory| |Land| | |{T}: Add {1} to your mana pool. <br>{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land. <br>{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.|Antiquities|Rare|null|0
1075|Mishra's Workshop| |Land| | |{T}: Add {3} to your mana pool. Spend this mana only to play artifact spells.|Antiquities|Rare|null|0
21117|Mogg Hollows| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {R} or {G} to your mana pool. Mogg Hollows doesn't untap during your next untap step.|Battle Royale Box Set|Uncommon|null|0
108860|Molten Slagheap| |Land| | |{T}: Add {1} to your mana pool. <br>{1}, {T}: Put a storage counter on Molten Slagheap. <br>{1}, Remove X storage counters from Molten Slagheap: Add X mana in any combination of {B} and/or {R} to your mana pool.|Time Spiral|Uncommon|null|0
29795|Mossfire Valley| |Land| | |{1}, {T}: Add {R}{G} to your mana pool.|Odyssey|Rare|null|0
139515|Mosswort Bridge| |Land| | |Hideaway <i>(This land comes into play tapped. When it does, look at the top four cards of your library, remove one from the game face down, then put the rest on the bottom of your library.)</i> <br>{T}: Add {G} to your mana pool. <br>{G}, {T}: You may play the removed card without paying its mana cost if creatures you control have total power 10 or greater.|Lorwyn|Rare|null|0
22344|Mountain| |Basic Land - Mountain| | |[R]|Battle Royale Box Set|BasicLand|null|0
1702|Mountain Stronghold| |Land| | |Red legendary creatures you control have "bands with other legendary creatures."|Legends|Uncommon|null|0
3574|Mountain Valley| |Land| | |Mountain Valley comes into play tapped. <br> <br>{T}, Sacrifice Mountain Valley: Search your library for a Mountain or Forest card and put it into play. Then shuffle your library.|Mirage|Uncommon|null|0
121234|Mouth of Ronom| |Snow Land| | |{T}: Add {1} to your mana pool. <br>{4}{S}, {T}, Sacrifice Mouth of Ronom: Mouth of Ronom deals 4 damage to target creature. <i>({S} can be paid with one mana from a snow permanent.)</i>|Coldsnap|Uncommon|null|0
153467|Murmuring Bosk| |Land - Forest| | |<i>({T}: Add {G} to your mana pool.)</i> <br>As Murmuring Bosk comes into play, you may reveal a Treefolk card from your hand. If you don't, Murmuring Bosk comes into play tapped. <br>{T}: Add {W} or {B} to your mana pool. Murmuring Bosk deals 1 damage to you.|Morningtide|Rare|null|0
152724|Mutavault| |Land| | |{T}: Add {1} to your mana pool. <br>{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.|Morningtide|Rare|null|0
34401|Nantuko Monastery| |Land| | |{T}: Add {1} to your mana pool. <br><i>Threshold</i> - {G}{W}: Nantuko Monastery becomes a 4/4 green and white Insect Monk creature with first strike until end of turn. It's still a land. Play this ability only if seven or more cards are in your graveyard.|Judgment|Uncommon|null|0
126198|New Benalia| |Land| | |New Benalia comes into play tapped. <br>When New Benalia comes into play, scry 1. <i>(Look at the top card of your library, then you may put that card on the bottom of your library.)</i> <br>{T}: Add {W} to your mana pool.|Future Sight|Uncommon|null|0
136045|Nimbus Maze| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {W} to your mana pool. Play this ability only if you control an Island. <br>{T}: Add {U} to your mana pool. Play this ability only if you control a Plains.|Future Sight|Rare|null|0
96937|Nivix, Aerie of the Firemind| |Land| | |{T}: Add {1} to your mana pool. <br>{2}{U}{R}, {T}: Remove the top card of your library from the game. Until your next turn, you may play that card if it's an instant or sorcery.|Guildpact|Uncommon|null|0
29902|Nomad Stadium| |Land| | |{T}: Add {W} to your mana pool. Nomad Stadium deals 1 damage to you. <br><i>Threshold</i> - {W}, {T}, Sacrifice Nomad Stadium: You gain 4 life. Play this ability only if seven or more cards are in your graveyard.|Odyssey|Uncommon|null|0
97099|Novijen, Heart of Progress| |Land| | |{T}: Add {1} to your mana pool. <br>{G}{U}, {T}: Put a +1/+1 counter on each creature that came into play this turn.|Dissension|Uncommon|null|0
991|Oasis| |Land| | |{T}: Prevent the next 1 damage that would be dealt to target creature this turn.|Arabian Nights|Uncommon|null|0
74206|Oboro, Palace in the Clouds| |Legendary Land| | |{T}: Add {U} to your mana pool. <br>{1}: Return Oboro, Palace in the Clouds to its owner's hand.|Saviors of Kamigawa|Rare|null|0
80251|Okina, Temple to the Grandfathers| |Legendary Land| | |{T}: Add {G} to your mana pool. <br>{G}, {T}: Target legendary creature gets +1/+1 until end of turn.|Champions of Kamigawa|Rare|null|0
96871|Orzhov Basilica| |Land| | |Orzhov Basilica comes into play tapped. <br>When Orzhov Basilica comes into play, return a land you control to its owner's hand. <br>{T}: Add {W}{B} to your mana pool.|Guildpact|Common|null|0
97206|Orzhova, the Church of Deals| |Land| | |{T}: Add {1} to your mana pool. <br>{3}{W}{B}, {T}: Target player loses 1 life and you gain 1 life.|Guildpact|Uncommon|null|0
89072|Overgrown Tomb| |Land - Swamp Forest| | |<i>({T}: Add {B} or {G} to your mana pool.)</i> <br>As Overgrown Tomb comes into play, you may pay 2 life. If you don't, Overgrown Tomb comes into play tapped.|Ravnica: City of Guilds|Rare|null|0
19644|Peat Bog| |Land| | |Peat Bog comes into play tapped with two depletion counters on it. <br> <br>{T}, Remove a depletion counter from Peat Bog: Add {B}{B} to your mana pool. If there are no depletion counters on Peat Bog, sacrifice it.|Mercadian Masques|Common|null|0
1703|Pendelhaven| |Legendary Land| | |{T}: Add {G} to your mana pool. <br>{T}: Target 1/1 creature gets +1/+2 until end of turn.|Legends|Uncommon|null|0
30014|Petrified Field| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{T}, Sacrifice Petrified Field: Return target land card from your graveyard to your hand.|Odyssey|Rare|null|0
10677|Phyrexian Tower| |Legendary Land| | |{T}: Add {1} to your mana pool. <br> <br>{T}, Sacrifice a creature: Add {B}{B} to your mana pool.|Urza's Saga|Rare|null|0
107279|Pillar of the Paruns| |Land| | |{T}: Add one mana of any color to your mana pool. Spend this mana only to play a multicolored spell.|Dissension|Rare|null|0
4935|Pine Barrens| |Land| | |Pine Barrens comes into play tapped. <br> <br>{T}: Add {1} to your mana pool. <br> <br>{T}: Add {B} or {G} to your mana pool. Pine Barrens deals 1 damage to you.|Tempest|Rare|null|0
79132|Pinecrest Ridge| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {R} or {G} to your mana pool. Pinecrest Ridge doesn't untap during your next untap step.|Champions of Kamigawa|Uncommon|null|0
79072|Plains| |Basic Land - Plains| | |[W]|Champions of Kamigawa|BasicLand|null|0
281|Plateau| |Land - Plains Mountain| | | |Limited Edition Alpha|Rare|null|0
39504|Polluted Delta| |Land| | |{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card and put it into play. Then shuffle your library.|Onslaught|Rare|null|0
21202|Polluted Mire| |Land| | |Polluted Mire comes into play tapped. <br>{T}: Add {B} to your mana pool. <br>Cycling {2} <I>(</I>{2}<I>, Discard this card: Draw a card.)</I>|Battle Royale Box Set|Common|null|0
97117|Prahv, Spires of Order| |Land| | |{T}: Add {1} to your mana pool. <br>{4}{W}{U}, {T}: Prevent all damage a source of your choice would deal this turn.|Dissension|Uncommon|null|0
153464|Primal Beyond| |Land| | |As Primal Beyond comes into play, you may reveal an Elemental card from your hand. If you don't, Primal Beyond comes into play tapped. <br>{T}: Add {1} to your mana pool. <br>{T}: Add one mana of any color to your mana pool. Spend this mana only to play Elemental spells or activated abilities of Elementals.|Morningtide|Rare|null|0
129687|Quicksand| |Land| | |{T}: Add {1} to your mana pool. <br>{T}, Sacrifice Quicksand: Target attacking creature without flying gets -1/-2 until end of turn.|Tenth Edition|Uncommon|null|0
73967|R&D's Secret Lair| |Legendary Land| | |Play cards as written. Ignore all errata. <br>{T}: Add {1} to your mana pool.|Unhinged|Rare|null|0
2010|Rainbow Vale| |Land| | |{T}: Add one mana of any color to your mana pool. An opponent gains control of Rainbow Vale at end of turn.|Fallen Empires|Rare|null|0
97082|Rakdos Carnarium| |Land| | |Rakdos Carnarium comes into play tapped. <br>When Rakdos Carnarium comes into play, return a land you control to its owner's hand. <br>{T}: Add {B}{R} to your mana pool.|Dissension|Common|null|0
21402|Rath's Edge| |Legendary Land| | |{T}: Add {1} to your mana pool. <br> <br>{4}, {T}, Sacrifice a land: Rath's Edge deals 1 damage to target creature or player.|Nemesis|Rare|null|0
31764|Ravaged Highlands| |Land| | |Ravaged Highlands comes into play tapped. <br> <br>{T}: Add {R} to your mana pool. <br> <br>{T}, Sacrifice Ravaged Highlands: Add one mana of any color to your mana pool.|Odyssey|Common|null|0
4936|Reflecting Pool| |Land| | |{T}: Add to your mana pool one mana of any type that a land you control could produce.|Tempest|Rare|null|0
19642|Remote Farm| |Land| | |Remote Farm comes into play tapped with two depletion counters on it. <br> <br>{T}, Remove a depletion counter from Remote Farm: Add {W}{W} to your mana pool. If there are no depletion counters on Remote Farm, sacrifice it.|Mercadian Masques|Common|null|0
26636|Remote Isle| |Land| | |Remote Isle comes into play tapped. <br>{T}: Add {U} to your mana pool. <br>Cycling {2} <I>(</I>{2}<I>, Discard this card: Draw a card.)</I>|Beatdown Box Set|Common|null|0
24685|Rhystic Cave| |Land| | |{T}: Choose a color. Add one mana of that color to your mana pool unless any player pays {1}. You can't play this ability as another spell or ability is being played.|Prophecy|Uncommon|null|0
34398|Riftstone Portal| |Land| | |{T}: Add {1} to your mana pool. <br> <br>As long as Riftstone Portal is in your graveyard, lands you control have "{T}: Add {G} or {W} to your mana pool."|Judgment|Uncommon|null|0
10704|Riptide Laboratory| |Land| | |{T}: Add {1} to your mana pool. <br>{1}{U}, {T}: Return target Wizard you control to its owner's hand.|Onslaught|Rare|null|0
19767|Rishadan Port| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{1}, {T}: Tap target land.|Mercadian Masques|Rare|null|0
25939|Rith's Grove| |Land - Lair| | |When Rith's Grove comes into play, sacrifice it unless you return a non-Lair land you control to its owner's hand. <br> <br>{T}: Add {R}, {G}, or {W} to your mana pool.|Planeshift|Uncommon|null|0
2758|River Delta| |Land| | |River Delta doesn't untap during your untap step if it has a depletion counter on it. <br>At the beginning of your upkeep, remove a depletion counter from River Delta. <br>{T}: Add {U} or {B} to your mana pool. Put a depletion counter on River Delta.|Ice Age|Rare|null|0
126210|River of Tears| |Land| | |{T}: Add {U} to your mana pool. If you played a land this turn, add {B} to your mana pool instead.|Future Sight|Rare|null|0
97072|Rix Maadi, Dungeon Palace| |Land| | |{T}: Add {1} to your mana pool. <br>{1}{B}{R}, {T}: Each player discards a card. Play this ability only any time you could play a sorcery.|Dissension|Uncommon|null|0
3575|Rocky Tar Pit| |Land| | |Rocky Tar Pit comes into play tapped. <br> <br>{T}, Sacrifice Rocky Tar Pit: Search your library for a Swamp or Mountain card and put it into play. Then shuffle your library.|Mirage|Uncommon|null|0
4937|Rootwater Depths| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {U} or {B} to your mana pool. Rootwater Depths doesn't untap during your next untap step.|Tempest|Uncommon|null|0
2011|Ruins of Trokair| |Land| | |Ruins of Trokair comes into play tapped. <br> <br>{T}: Add {W} to your mana pool. <br> <br>{T}, Sacrifice Ruins of Trokair: Add {W}{W} to your mana pool.|Fallen Empires|Uncommon|null|0
19895|Rushwood Grove| |Land| | |Rushwood Grove comes into play tapped. <br> <br>{T}: Put a storage counter on Rushwood Grove. <br> <br>{T}, Remove any number of storage counters from Rushwood Grove: Add {G} to your mana pool for each storage counter removed this way.|Mercadian Masques|Uncommon|null|0
153460|Rustic Clachan| |Land| | |As Rustic Clachan comes into play, you may reveal a Kithkin card from your hand. If you don't, Rustic Clachan comes into play tapped. <br>{T}: Add {W} to your mana pool. <br>Reinforce 1-{1}{W} <i>({1}{W}, Discard this card: Put a +1/+1 counter on target creature.)</i>|Morningtide|Rare|null|0
89066|Sacred Foundry| |Land - Mountain Plains| | |<i>({T}: Add {R} or {W} to your mana pool.)</i> <br>As Sacred Foundry comes into play, you may pay 2 life. If you don't, Sacred Foundry comes into play tapped.|Ravnica: City of Guilds|Rare|null|0
1825|Safe Haven| |Land| | |{2}, {T}: Remove target creature you control from the game. <br>At the beginning of your upkeep, you may sacrifice Safe Haven. If you do, return each card removed from the game with Safe Haven to play under its owner's control.|The Dark|Rare|null|0
4938|Salt Flats| |Land| | |Salt Flats comes into play tapped. <br> <br>{T}: Add {1} to your mana pool. <br> <br>{T}: Add {W} or {B} to your mana pool. Salt Flats deals 1 damage to you.|Tempest|Rare|null|0
23241|Salt Marsh| |Land| | |Salt Marsh comes into play tapped.<br>{T}: Add {U} or {B} to your mana pool.|Invasion|Uncommon|null|0
108839|Saltcrusted Steppe| |Land| | |{T}: Add {1} to your mana pool. <br>{1}, {T}: Put a storage counter on Saltcrusted Steppe. <br>{1}, Remove X storage counters from Saltcrusted Steppe: Add X mana in any combination of {G} and/or {W} to your mana pool.|Time Spiral|Uncommon|null|0
4188|Sand Silos| |Land| | |Sand Silos comes into play tapped. <br>You may choose not to untap Sand Silos during your untap step. <br>At the beginning of your upkeep, if Sand Silos is tapped, put a storage counter on it. <br>{T}, Remove any number of storage counters from Sand Silos: Add {U} to your mana pool for each storage counter removed this way.|Fifth Edition|Rare|null|0
19645|Sandstone Needle| |Land| | |Sandstone Needle comes into play tapped with two depletion counters on it. <br>{T}, Remove a depletion counter from Sandstone Needle: Add {R}{R} to your mana pool. If there are no depletion counters on Sandstone Needle, sacrifice it.|Mercadian Masques|Common|null|0
19891|Saprazzan Cove| |Land| | |Saprazzan Cove comes into play tapped. <br> <br>{T}: Put a storage counter on Saprazzan Cove. <br> <br>{T}, Remove any number of storage counters from Saprazzan Cove: Add {U} to your mana pool for each storage counter removed this way.|Mercadian Masques|Uncommon|null|0
19643|Saprazzan Skerry| |Land| | |Saprazzan Skerry comes into play tapped with two depletion counters on it. <br> <br>{T}, Remove a depletion counter from Saprazzan Skerry: Add {U}{U} to your mana pool. If there are no depletion counters on Saprazzan Skerry, sacrifice it.|Mercadian Masques|Common|null|0
1379|Savannah| |Land - Plains Forest| | | |Revised Edition|Rare|null|0
4939|Scabland| |Land| | |Scabland comes into play tapped. <br>{T}: Add {1} to your mana pool. <br>{T}: Add {R} or {W} to your mana pool. Scabland deals 1 damage to you.|Tempest|Rare|null|0
3235|School of the Unseen| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{2}, {T}: Add one mana of any color to your mana pool.|Alliances|Uncommon|null|0
4594|Scorched Ruins| |Land| | |If Scorched Ruins would come into play, sacrifice two untapped lands instead. If you do, put Scorched Ruins into play. If you don't, put it into its owner's graveyard. <br> <br>{T}: Add {4} to your mana pool.|Weatherlight|Rare|null|0
283|Scrubland| |Land - Plains Swamp| | | |Limited Edition Alpha|Rare|null|0
121204|Scrying Sheets| |Snow Land| | |{T}: Add {1} to your mana pool. <br>{1}{S}, {T}: Look at the top card of your library. If that card is snow, you may reveal it and put it into your hand. <i>({S} can be paid with one mana from a snow permanent.)</i>|Coldsnap|Rare|null|0
1704|Seafarer's Quay| |Land| | |Blue legendary creatures you control have "bands with other legendary creatures."|Legends|Uncommon|null|0
31762|Seafloor Debris| |Land| | |Seafloor Debris comes into play tapped. <br> <br>{T}: Add {U} to your mana pool. <br> <br>{T}, Sacrifice Seafloor Debris: Add one mana of any color to your mana pool.|Odyssey|Common|null|0
40539|Seaside Haven| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{W}{U}, {T}, Sacrifice a Bird: Draw a card.|Onslaught|Uncommon|null|0
46064|Seat of the Synod| |Artifact Land| | |<i>(Seat of the Synod isn't a spell.)</i> <br>{T}: Add {U} to your mana pool.|Mirrodin|Common|null|0
153458|Secluded Glen| |Land| | |As Secluded Glen comes into play, you may reveal a Faerie card from your hand. If you don't, Secluded Glen comes into play tapped. <br>{T}: Add {U} or {B} to your mana pool.|Lorwyn|Rare|null|0
41137|Secluded Steppe| |Land| | |Secluded Steppe comes into play tapped. <br>{T}: Add {W} to your mana pool. <br>Cycling {W} <I>(</I>{W}<I>, Discard this card: Draw a card.)</I>|Onslaught|Common|null|0
87963|Selesnya Sanctuary| |Land| | |Selesnya Sanctuary comes into play tapped. <br>When Selesnya Sanctuary comes into play, return a land you control to its owner's hand. <br>{T}: Add {G}{W} to your mana pool.|Ravnica: City of Guilds|Common|null|0
9674|Serra's Sanctum| |Legendary Land| | |{T}: Add {W} to your mana pool for each enchantment you control.|Urza's Saga|Rare|null|0
29794|Shadowblood Ridge| |Land| | |{1}, {T}: Add {B}{R} to your mana pool.|Odyssey|Rare|null|0
146178|Shelldock Isle| |Land| | |Hideaway <i>(This land comes into play tapped. When it does, look at the top four cards of your library, remove one from the game face down, then put the rest on the bottom of your library.)</i> <br>{T}: Add {U} to your mana pool. <br>{U}, {T}: You may play the removed card without paying its mana cost if a library has twenty or fewer cards in it.|Lorwyn|Rare|null|0
3236|Sheltered Valley| |Land| | |When Sheltered Valley comes into play, sacrifice each other permanent named Sheltered Valley you control. <br> <br>At the beginning of your upkeep, if you control three or fewer lands, you gain 1 life. <br> <br>{T}: Add {1} to your mana pool.|Alliances|Rare|null|0
141802|Shimmering Grotto| |Land| | |{T}: Add {1} to your mana pool. <br>{1}, {T}: Add one mana of any color to your mana pool.|Lorwyn|Common|null|0
79121|Shinka, the Bloodsoaked Keep| |Legendary Land| | |{T}: Add {R} to your mana pool. <br>{R}, {T}: Target legendary creature gains first strike until end of turn.|Champions of Kamigawa|Rare|null|0
10482|Shivan Gorge| |Legendary Land| | |{T}: Add {1} to your mana pool. <br> <br>{2}{R}, {T}: Shivan Gorge deals 1 damage to each opponent.|Urza's Saga|Rare|null|0
23243|Shivan Oasis| |Land| | |Shivan Oasis comes into play tapped.<br>{T}: Add {R} or {G} to your mana pool.|Invasion|Uncommon|null|0
84457|Shivan Reef| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Add {U} or {R} to your mana pool. Shivan Reef deals 1 damage to you.|Ninth Edition|Rare|null|0
79186|Shizo, Death's Storehouse| |Legendary Land| | |{T}: Add {B} to your mana pool. <br>{B}, {T}: Target legendary creature gains fear until end of turn.|Champions of Kamigawa|Rare|null|0
97089|Simic Growth Chamber| |Land| | |Simic Growth Chamber comes into play tapped. <br>When Simic Growth Chamber comes into play, return a land you control to its owner's hand. <br>{T}: Add {G}{U} to your mana pool.|Dissension|Common|null|0
96970|Skarrg, the Rage Pits| |Land| | |{T}: Add {1} to your mana pool. <br>{R}{G}, {T}: Target creature gets +1/+1 and gains trample until end of turn.|Guildpact|Uncommon|null|0
29792|Skycloud Expanse| |Land| | |{1}, {T}: Add {W}{U} to your mana pool.|Odyssey|Rare|null|0
4940|Skyshroud Forest| |Land| | |Skyshroud Forest comes into play tapped. <br>{T}: Add {1} to your mana pool. <br>{T}: Add {U} or {G} to your mana pool. Skyshroud Forest deals 1 damage to you.|Tempest|Rare|null|0
21199|Slippery Karst| |Land| | |Slippery Karst comes into play tapped. <br>{T}: Add {G} to your mana pool. <br>Cycling {2} <I>(</I>{2}<I>, Discard this card: Draw a card.)</I>|Battle Royale Box Set|Common|null|0
26635|Smoldering Crater| |Land| | |Smoldering Crater comes into play tapped. <br>{T}: Add {R} to your mana pool. <br>Cycling {2} <I>(</I>{2}<I>, Discard this card: Draw a card.)</I>|Beatdown Box Set|Common|null|0
121192|Snow-Covered Forest| |Basic Snow Land - Forest| | |[G]|Coldsnap|Common|null|0
2770|Snow-Covered Island| |Basic Snow Land - Island| | |[U]|Ice Age|BasicLand|null|0
121233|Snow-Covered Mountain| |Basic Snow Land - Mountain| | |[R]|Coldsnap|Common|null|0
2774|Snow-Covered Plains| |Basic Snow Land - Plains| | |[W]|Ice Age|BasicLand|null|0
121256|Snow-Covered Swamp| |Basic Snow Land - Swamp| | |[B]|Coldsnap|Common|null|0
3237|Soldevi Excavations| |Land| | |If Soldevi Excavations would come into play, sacrifice an untapped Island instead. If you do, put Soldevi Excavations into play. If you don't, put it into its owner's graveyard. <br> <br>{T}: Add {1}{U} to your mana pool. <br> <br>{1}, {T}: Look at the top card of your library. You may put that card on the bottom of your library.|Alliances|Rare|null|0
1826|Sorrow's Path| |Land| | |{T}: Choose two target blocking creatures an opponent controls. If each of those creatures could block all creatures that the other is blocking, remove both of them from combat. Each one then blocks all creatures the other was blocking. Sorrow's Path deals 2 damage to you and 2 damage to each creature you control.|The Dark|Rare|null|0
12496|Spawning Pool| |Land| | |Spawning Pool comes into play tapped. <br>{T}: Add {B} to your mana pool. <br>{1}{B}: Spawning Pool becomes a 1/1 black Skeleton creature with "{B}: Regenerate this creature" until end of turn. It's still a land. <i>(If it regenerates, the next time it would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)</i>|Urza's Legacy|Uncommon|null|0
139514|Spinerock Knoll| |Land| | |Hideaway <i>(This land comes into play tapped. When it does, look at the top four cards of your library, remove one from the game face down, then put the rest on the bottom of your library.)</i> <br>{T}: Add {R} to your mana pool. <br>{R}, {T}: You may play the removed card without paying its mana cost if an opponent was dealt 7 or more damage this turn.|Lorwyn|Rare|null|0
48917|Stalking Stones| |Land| | |{T}: Add {1} to your mana pool. <br>{6}: Stalking Stones becomes a 3/3 Elemental artifact creature that's still a land. <i>(This effect doesn't end at end of turn.)</i>|Mirrodin|Uncommon|null|0
40542|Starlit Sanctum| |Land| | |{T}: Add {1} to your mana pool. <br>{W}, {T}, Sacrifice a Cleric creature: You gain life equal to the sacrificed creature's toughness. <br>{B}, {T}, Sacrifice a Cleric creature: Target player loses life equal to the sacrificed creature's power.|Onslaught|Uncommon|null|0
96923|Steam Vents| |Land - Island Mountain| | |<i>({T}: Add {U} or {R} to your mana pool.)</i> <br>As Steam Vents comes into play, you may pay 2 life. If you don't, Steam Vents comes into play tapped.|Guildpact|Rare|null|0
96896|Stomping Ground| |Land - Mountain Forest| | |<i>({T}: Add {R} or {G} to your mana pool.)</i> <br>As Stomping Ground comes into play, you may pay 2 life. If you don't, Stomping Ground comes into play tapped.|Guildpact|Rare|null|0
1079|Strip Mine| |Land| | |{T}: Add {1} to your mana pool. <br> <br>{T}, Sacrifice Strip Mine: Destroy target land.|Antiquities|Uncommon|null|0
